Pfam_domain	Snp_count	Domain_length	locfdr
TGF_beta	1	101	1.000000000
GAGE	1	100	1.000000000
Mak16	1	100	1.000000000
ADH_N	1	98	1.000000000
DUSP	1	93	1.000000000
GST_C	1	93	1.000000000
HA2	1	91	1.000000000
Ig_2	1	91	1.000000000
GST_C_3	1	89	1.000000000
FYRC	1	88	1.000000000
APG12	1	87	1.000000000
Bromodomain	1	87	1.000000000
GHMP_kinases_C	1	84	1.000000000
RA	1	84	1.000000000
SAM_PNT	1	83	1.000000000
zf-HC5HC2H	1	80	1.000000000
Prenylcys_lyase	1	79	1.000000000
CIDE-N	1	78	1.000000000
TPR_12	1	77	1.000000000
Histone	1	75	1.000000000
B12D	1	72	1.000000000
FoP_duplication	1	71	1.000000000
Mpv17_PMP22	1	67	1.000000000
COX7a	1	57	0.972270600
Homeobox	1	57	0.972270600
KRTAP	1	57	0.972270600
LRR_8	1	57	0.972270600
zf-C3HC4_2	1	56	0.962458600
Filaggrin	1	52	0.887399100
RNA_pol_Rpb6	1	52	0.887399100
PHD	1	51	0.862053100
Chromo	1	50	0.835946900
SH3_1	1	47	0.754411800
GPS	1	46	0.725536700
Arm	1	42	0.605664700
CUE	1	41	0.574979500
FXa_inhibition	1	37	0.445997300
Maf_N	1	36	0.412162000
Shal-type	1	29	0.186775500
