Pfam_domain	Snp_count	Domain_length	locfdr
Integrin_alpha2	101	8227	1.000000000
HLH	99	1642	0.037330910
Nebulin	99	802	0.000000312
zf-C2H2	99	1097	0.000417969
TSP_1	97	2887	0.419603700
Filamin	94	3276	0.583990900
PI3_PI4_kinase	92	4110	0.972829800
Dynein_heavy	91	10454	1.000000000
COesterase	90	8103	1.000000000
TIG	90	3102	0.571716100
BTB	89	5165	1.000000000
OATP	89	6812	1.000000000
SET	89	3538	0.733052300
SPRY	89	4972	1.000000000
NACHT	87	3558	0.773064200
SRCR	86	3327	0.701907300
MAGE	85	4688	1.000000000
Kelch_1	84	2523	0.428175100
Ig_3	83	2431	0.404436700
MHC_I_C	83	84	0.000000000
ABC2_membrane_3	80	8000	1.000000000
Bromodomain	79	2448	0.459608400
Glyco_hydro_31	78	4401	1.000000000
2-Hacid_dh	77	1510	0.101490100
Aldo_ket_red	75	4062	1.000000000
Cadherin_2	75	1612	0.153114400
G-alpha	74	4745	1.000000000
Ldl_recept_a	74	1710	0.202509700
SNF5	74	196	0.000000000
AF-4	73	5158	1.000000000
Fork_head	73	1923	0.307383300
Hydrolase	72	6377	1.000000000
Na_H_Exchanger	71	6313	1.000000000
Plectin	70	690	0.000045653
zf-C4	69	1451	0.140146800
zf-HC5HC2H	69	582	0.000000935
Ephrin_lbd	68	2397	0.596517000
PDEase_I	68	4129	1.000000000
PMP22_Claudin	68	4389	1.000000000
F5_F8_type_C	67	2123	0.482695400
FERM_M	66	3239	1.000000000
Pep_M12B_propep	66	2851	0.897848000
Cadherin_C	65	2460	0.676464600
DHC_N2	65	4826	1.000000000
G_glu_transpept	65	2478	0.684946300
PI3K_p85B	65	234	0.000000000
Pro-rich	65	894	0.007386728
Aldedh	64	8605	1.000000000
CCDC144C	64	1532	0.228732900
FAM47	64	1598	0.262214300
Lig_chan	63	4681	1.000000000
Sterol-sensing	63	767	0.001687874
AAA_6	62	2321	0.663713700
RasGEF	62	4702	1.000000000
MIR	61	1430	0.212422400
HCO3_cotransp	60	4853	1.000000000
MAM	60	3005	1.000000000
Aa_trans	58	6128	1.000000000
Aminotran_1_2	58	4845	1.000000000
Calx-beta	58	2071	0.610604100
Metallophos	58	3509	1.000000000
7tm_3	57	3709	1.000000000
Exo_endo_phos	57	5400	1.000000000
PI3K_C2	57	668	0.001005435
Arf	56	3253	1.000000000
Peptidase_M13_N	56	2753	1.000000000
Sulfatase	56	5265	1.000000000
Integrin_beta	55	3492	1.000000000
MT	55	4431	1.000000000
SMC_N	55	7981	1.000000000
Amino_oxidase	54	3803	1.000000000
ASC	54	4671	1.000000000
FERM_C	54	1525	0.369523300
Glycos_transf_2	54	3263	1.000000000
SH3_1	54	1117	0.130265300
cNMP_binding	53	2387	0.990731800
Ldl_recept_b	53	1256	0.220649700
Peptidase_M14	53	4503	1.000000000
Vinculin	53	3513	1.000000000
CD36	52	906	0.051632790
Histone	52	2335	0.984168900
PLAT	52	2543	1.000000000
RabGAP-TBC	52	4579	1.000000000
SH3_9	52	1502	0.391190500
adh_short	51	4495	1.000000000
C2-set_2	51	1878	0.644318500
DAO	51	3297	1.000000000
Fibrinogen_C	51	3307	1.000000000
MFS_2	51	2487	1.000000000
AA_permease_2	50	5407	1.000000000
SSF	50	4204	1.000000000
CD20	49	2328	1.000000000
CRAL_TRIO_2	49	1157	0.217720300
Glyco_transf_8	49	1337	0.338123700
RGS	49	2218	1.000000000
Gelsolin	48	1600	0.534297600
PX	48	2925	1.000000000
Tetraspannin	48	5463	1.000000000
Gla	47	161	0.000000000
HECT	47	6063	1.000000000
JmjC	47	1358	0.391488300
Peptidase_S8	47	2869	1.000000000
RRM_6	47	1595	0.554434600
SCAN	47	1859	0.727320300
Death	46	1147	0.261144700
PHD	46	1066	0.204476700
PP2C	46	3270	1.000000000
Septin	46	3187	1.000000000
ZU5	46	865	0.080688930
BTB_2	45	2421	1.000000000
DHC_N1	45	4146	1.000000000
Frizzled	45	3295	1.000000000
Laminin_N	45	2639	1.000000000
ubiquitin	45	1526	0.553608300
Adaptin_N	44	6067	1.000000000
Cullin	44	5399	1.000000000
Kringle	44	1534	0.584388900
Myotub-related	44	5157	1.000000000
TIR	44	2113	1.000000000
C8	43	450	0.000152478
Phosphodiest	43	2742	1.000000000
Plexin_cytopl	43	4002	1.000000000
wnt	43	5186	1.000000000
AAA	42	2855	1.000000000
Epiglycanin_TR	42	501	0.001256675
Glyco_transf_29	42	4234	1.000000000
Pyridoxal_deC	42	2405	1.000000000
Zona_pellucida	42	2961	1.000000000
AAA_7	41	2961	1.000000000
Ank	41	726	0.057374350
CNH	41	2714	1.000000000
DAGAT	41	1780	0.909138200
Protocadherin	41	894	0.161738200
TEA	41	1724	0.836846100
Voltage_CLC	41	3271	1.000000000
VWD	41	3229	1.000000000
BACK	40	2046	1.000000000
Cyclin_N	40	2052	1.000000000
Ets	40	1088	0.335396500
LRR_4	40	869	0.159428100
RasGAP	40	1142	0.380021800
Sulfate_transp	40	1974	1.000000000
Thioredoxin	40	2550	1.000000000
Zip	40	3685	1.000000000
ADAM_spacer1	39	1686	0.899606600
Gal_Lectin	39	245	0.000000000
TGFb_propeptide	39	4017	1.000000000
THRAP3_BCLAF1	39	2570	1.000000000
TTL	39	2912	1.000000000
DUF3497	38	2295	1.000000000
FancD2	38	1424	0.664908700
ig	38	1033	0.334892800
WW	38	360	0.000019239
AA_permease	37	3200	1.000000000
BAH	37	1133	0.447219300
DNA_methylase	37	1138	0.451822900
DUF1669	37	2291	1.000000000
FGF	37	1693	1.000000000
Guanylate_cyc	37	3250	1.000000000
Peptidase_M1	37	4236	1.000000000
SAM_1	37	1262	0.560079800
Tubulin	37	2575	1.000000000
UQ_con	37	2697	1.000000000
Cpn60_TCP1	36	6640	1.000000000
DnaJ	36	1011	0.364113200
FH2	36	4497	1.000000000
GST_C	36	566	0.025232500
PNMA	36	2561	1.000000000
RYDR_ITPR	36	1836	1.000000000
AAA_8	35	3424	1.000000000
Ferric_reduct	35	1785	1.000000000
Keratin_B2	35	737	0.140945300
Lipocalin	35	2000	1.000000000
Filaggrin	34	955	0.364282400
Guanylate_kin	34	2267	1.000000000
Peptidase_M10	34	3039	1.000000000
PI3K_rbd	34	515	0.018389610
PID	34	2095	1.000000000
SPAN-X	34	559	0.034749200
SWIB	34	348	0.000088288
TNF	34	1299	0.687464500
A2M_comp	33	1593	1.000000000
AAA_9	33	2532	1.000000000
C1q	33	2014	1.000000000
DUF3451	33	1103	0.537369300
FAM86	33	322	0.000034118
Interferon	33	1793	1.000000000
Laminin_G_1	33	1917	1.000000000
OLF	33	2550	1.000000000
Ricin_B_lectin	33	1512	1.000000000
T-box	33	1713	1.000000000
APG5	32	311	0.000029572
DUF2450	32	562	0.054144690
Ion_trans_2	32	1431	0.975047900
MACPF	32	1905	1.000000000
Na_sulph_symp	32	2900	1.000000000
OGFr_III	32	80	0.000000000
Peptidase_C14	32	2061	1.000000000
TUDOR	32	2335	1.000000000
zf-DHHC	32	1822	1.000000000
BAR	31	2301	1.000000000
Carn_acyltransf	31	4107	1.000000000
DNA_primase_lrg	31	267	0.000001770
FXa_inhibition	31	669	0.155505900
Hexokinase_2	31	1801	1.000000000
His_Phos_2	31	1841	1.000000000
LCE	31	1027	0.527991300
PARP	31	1679	1.000000000
PAX	31	1014	0.515132400
C1_1	30	722	0.233044100
Glyco_hydro_1	30	3992	1.000000000
Ins145_P3_rec	30	1302	0.908381900
ITI_HC_C	30	899	0.426017000
MAGE_N	30	880	0.405866600
NMDAR2_C	30	1271	0.853983000
Otopetrin	30	994	0.528121900
Peptidase_C2	30	3381	1.000000000
SDF	30	2661	1.000000000
SH3_2	30	853	0.376081300
Sulfotransfer_2	30	2035	1.000000000
Amidohydro_1	29	2218	1.000000000
DPPIV_N	29	1900	1.000000000
E1_dh	29	1360	1.000000000
MCM	29	2313	1.000000000
MutS_III	29	1264	0.917978300
Na_trans_assoc	29	1851	1.000000000
PRY	29	660	0.191920600
Rap_GAP	29	1872	1.000000000
AAA_12	28	1405	1.000000000
AIG1	28	1583	1.000000000
Cation_ATPase_C	28	2133	1.000000000
Cu_amine_oxid	28	1242	0.957064100
DNA_pol_B	28	1366	1.000000000
MBOAT	28	2625	1.000000000
Pentaxin	28	1351	1.000000000
Peptidase_S28	28	1234	0.942698100
TGF_beta	28	1144	0.770835100
Annexin	27	1127	0.820053400
CABIT	27	1183	0.929676100
Crystall	27	1166	0.897234200
Dispanin	27	378	0.008940430
F-box-like	27	494	0.070111660
GTP_EFTU	27	3311	1.000000000
IQ	27	336	0.002306521
Mab-21	27	2375	1.000000000
Med12-LCEWAV	27	1361	1.000000000
Peptidase_M2	27	1796	1.000000000
PLU-1	27	1083	0.743233400
POM121	27	980	0.628382000
PWWP	27	783	0.394996900
RCC1	27	893	0.526320100
RVT_1	27	517	0.089721900
Serum_albumin	27	1754	1.000000000
Tubulin_C	27	1528	1.000000000
UPF0560	27	2396	1.000000000
zf-B_box	27	630	0.209207300
A_deaminase	26	2282	1.000000000
APOBEC_N	26	1780	1.000000000
CLASP_N	26	1520	1.000000000
DNA_pol_B_exo1	26	1191	1.000000000
Kelch_3	26	496	0.087870640
Latrophilin	26	989	0.682364600
LBP_BPI_CETP_C	26	1955	1.000000000
Lipase	26	3252	1.000000000
REJ	26	2023	1.000000000
Semenogelin	26	1133	0.917501400
Tektin	26	1950	1.000000000
Alk_phosphatase	25	1748	1.000000000
COLFI	25	1816	1.000000000
DAGK_cat	25	1318	1.000000000
FRG1	25	190	0.000000036
Hexokinase_1	25	1644	1.000000000
KRTAP	25	661	0.310638100
Laminin_G_3	25	1134	1.000000000
Lipoxygenase	25	2456	1.000000000
Med23	25	1313	1.000000000
MH2	25	1095	0.928920600
PI-PLC-Y	25	1040	0.812319100
Prog_receptor	25	564	0.185793200
Rad51	25	1534	1.000000000
Sec7	25	1857	1.000000000
STAS	25	1193	1.000000000
Beta_helix	24	1001	0.818276000
Carb_anhydrase	24	2955	1.000000000
Epimerase	24	1642	1.000000000
ETS_PEA3_N	24	1033	0.889739700
Gal-bind_lectin	24	1595	1.000000000
Glyco_hydro_56	24	1437	1.000000000
Glyco_transf_25	24	557	0.205502200
Glypican	24	3347	1.000000000
HlyIII	24	1709	1.000000000
HOOK	24	2162	1.000000000
Lamp	24	1375	1.000000000
MHC_II_beta	24	526	0.165377600
MutS_V	24	963	0.743625300
NO_synthase	24	1116	1.000000000
Peptidase_C1	24	2054	1.000000000
Peptidase_M16_C	24	1072	0.972471100
PPAK	24	278	0.000838563
Proteasome	24	1222	1.000000000
Pyr_redox_2	24	2289	1.000000000
RA	24	816	0.556535300
Tet_JBP	24	1802	1.000000000
Abhydrolase_3	23	860	0.662329400
Acyl-CoA_dh_1	23	1530	1.000000000
Arm	23	871	0.677185400
Beach	23	1926	1.000000000
CHGN	23	3684	1.000000000
CTF_NFI	23	1024	0.965277000
Cu-oxidase_3	23	1076	1.000000000
ERAP1_C	23	1986	1.000000000
Glyco_transf_10	23	2524	1.000000000
Hemopexin	23	610	0.313351900
Hist_deacetyl	23	2168	1.000000000
IBR	23	679	0.411928700
Kazal_2	23	473	0.126759000
LBP_BPI_CETP	23	1799	1.000000000
MBT	23	722	0.473040600
Na_Ca_ex	23	1287	1.000000000
OSCP	23	150	0.000000000
PAS	23	940	0.771537900
PYRIN	23	912	0.730168100
SAM_2	23	518	0.184603600
7TM_GPCR_Srsx	22	2043	1.000000000
AAA_11	22	1914	1.000000000
Adap_comp_sub	22	2705	1.000000000
ArfGap	22	1178	1.000000000
Arm_2	22	2105	1.000000000
C4	22	789	0.615374600
CAP	22	1353	1.000000000
ECH	22	1753	1.000000000
Fasciclin	22	1602	1.000000000
FGE-sulfatase	22	524	0.224719200
FHA	22	564	0.283269000
FRG2	22	546	0.257456300
Galactosyl_T	22	1890	1.000000000
IL8	22	912	0.804284200
Laminin_B	22	1090	1.000000000
MHC_II_alpha	22	329	0.016626590
Myc_N	22	1247	1.000000000
Peptidase_M13	22	1253	1.000000000
PI-PLC-X	22	1199	1.000000000
Pkinase_C	22	405	0.072480910
Pou	22	746	0.553541500
RRM_5	22	681	0.458506500
Sec1	22	3407	1.000000000
Spc97_Spc98	22	2401	1.000000000
TB	22	461	0.138027900
Troponin	22	911	0.801764500
XK-related	22	2242	1.000000000
Xlink	22	937	0.865956100
zf-FCS	22	411	0.078120600
Abhydrolase_5	21	1423	1.000000000
ADH_N	21	577	0.344138300
AKAP_110	21	1446	1.000000000
ARID	21	462	0.168072500
Band_3_cyto	21	1870	1.000000000
Cystatin	21	928	0.948700900
DAGK_acc	21	1118	1.000000000
FMO-like	21	2851	1.000000000
GAF	21	1337	1.000000000
Gasdermin	21	2485	1.000000000
GST_N	21	465	0.172657000
HATPase_c_3	21	949	0.998183000
KAT11	21	614	0.402780000
MARVEL	21	1594	1.000000000
MH1	21	519	0.254147800
Neuregulin	21	1113	1.000000000
PFK	21	1332	1.000000000
VWC	21	771	0.640805300
ADAM_CR	20	1038	1.000000000
Aminotran_5	20	2254	1.000000000
Biopterin_H	20	1328	1.000000000
bZIP_Maf	20	637	0.487981700
Calpain_III	20	1091	1.000000000
CATSPERD	20	1380	1.000000000
Disintegrin	20	531	0.314287300
FF	20	224	0.000489193
GBP_C	20	1778	1.000000000
HA2	20	651	0.510170900
IRF-3	20	888	0.959206900
P53_TAD	20	25	0.000000000
PMG	20	1098	1.000000000
Pro_isomerase	20	1935	1.000000000
RUN	20	1192	1.000000000
Runt	20	270	0.005884724
Serinc	20	2080	1.000000000
STAG	20	240	0.001340918
START	20	2268	1.000000000
TRAM_LAG1_CLN8	20	1848	1.000000000
Tropomyosin	20	711	0.605797300
V_ATPase_I	20	2732	1.000000000
VWA_2	20	1173	1.000000000
zf-RING_2	20	489	0.245637000
ABC2_membrane	19	825	0.909470000
Abhydrolase_6	19	2307	1.000000000
Acyltransferase	19	1223	1.000000000
AMP-binding_C	19	630	0.528867400
ATP_bind_1	19	913	1.000000000
Bcl-2	19	907	1.000000000
CEP170_C	19	1365	1.000000000
Connexin	19	1068	1.000000000
CTNNB1_binding	19	509	0.322153700
Cys_knot	19	669	0.595287000
DEAD_2	19	700	0.644914500
DENN	19	1463	1.000000000
DUF1897	19	61	0.000000000
ERM	19	936	1.000000000
FA_desaturase	19	1444	1.000000000
FAT	19	2029	1.000000000
Folate_rec	19	844	0.960258400
Fz	19	1299	1.000000000
G-gamma	19	595	0.470549400
Glyco_hydro_15	19	2659	1.000000000
Hamartin	19	718	0.674717200
KRAP_IP3R_bind	19	606	0.489421700
Mg_trans_NIPA	19	1178	1.000000000
Milton	19	666	0.590346500
Phosphorylase	19	2094	1.000000000
RHD	19	986	1.000000000
WTX	19	899	1.000000000
BicD	18	1445	1.000000000
CARD	18	933	1.000000000
Choline_transpo	18	1419	1.000000000
Clathrin	18	1280	1.000000000
Claudin_2	18	1316	1.000000000
CPSase_L_D2	18	1442	1.000000000
Cyclin_C	18	943	1.000000000
Daxx	18	740	0.785144100
DUF3452	18	125	0.000000002
DUF3583	18	332	0.073219040
E2F_TDP	18	505	0.363153700
Glyco_hydro_18	18	1271	1.000000000
Glyco_hydro_38C	18	2347	1.000000000
Glyco_transf_6	18	1564	1.000000000
HNF-1B_C	18	414	0.199259900
HSNSD	18	1958	1.000000000
HSP90	18	2016	1.000000000
IL6Ra-bind	18	500	0.353534600
L_HGMIC_fpl	18	1274	1.000000000
Lig_chan-Glu_bd	18	262	0.012861800
P2X_receptor	18	2222	1.000000000
SAB	18	98	0.000000000
Tropomodulin	18	1004	1.000000000
zf-CXXC	18	316	0.053988830
5_nucleotid	17	1868	1.000000000
A2M	17	365	0.152489100
ADK	17	1013	1.000000000
Ald_Xan_dh_C2	17	1078	1.000000000
Atrophin-1	17	2004	1.000000000
B56	17	2184	1.000000000
Calcipressin	17	742	0.921100900
CRAL_TRIO	17	1179	1.000000000
DND1_DSRM	17	136	0.000000172
DOCK-C2	17	1150	1.000000000
DUF3498	17	1612	1.000000000
EamA	17	1344	1.000000000
ecTbetaR2	17	119	0.000000002
FAM70	17	831	1.000000000
FERM_N	17	996	1.000000000
FISNA	17	146	0.000001656
GBP	17	2292	1.000000000
GOLGA2L5	17	2182	1.000000000
GVQW	17	324	0.087398540
HEAT_2	17	1040	1.000000000
HhH-GPD	17	598	0.594224300
IBB	17	483	0.375350300
Insulin	17	552	0.507689800
K167R	17	1116	1.000000000
Methyltransf_16	17	558	0.518647900
Miro	17	955	1.000000000
MRG	17	738	0.908990100
Oxysterol_BP	17	3129	1.000000000
PKD_channel	17	2390	1.000000000
Syja_N	17	1196	1.000000000
Thioredoxin_6	17	1439	1.000000000
TILa	17	280	0.035276780
Tissue_fac	17	767	0.994634800
TMC	17	787	1.000000000
Transglut_N	17	730	0.884470100
Tuberin	17	355	0.135962100
zf-C3HC4_3	17	402	0.218909900
A_deamin	16	1737	1.000000000
A2M_N_2	16	620	0.703810700
Abhydro_lipase	16	88	0.000000000
Abhydrolase_1	16	1687	1.000000000
Adhes-Ig_like	16	112	0.000000002
ALG3	16	362	0.187807300
ApoL	16	1533	1.000000000
Band_7	16	1730	1.000000000
Branch	16	1310	1.000000000
BRO1	16	1336	1.000000000
Calreticulin	16	980	1.000000000
Carboxyl_trans	16	1521	1.000000000
Cation_efflux	16	2674	1.000000000
DUF2476	16	784	1.000000000
Dynamin_N	16	1605	1.000000000
EF-hand_3	16	378	0.218156400
EF-hand_4	16	561	0.590656300
Endonuclease_NS	16	907	1.000000000
FCH	16	766	1.000000000
FYVE_2	16	559	0.586723100
G6PD_C	16	295	0.073074230
G8	16	643	0.745386400
Granin	16	1240	1.000000000
GST_C_2	16	575	0.617611800
IMD	16	742	1.000000000
IRK_N	16	45	0.000000000
JAB	16	769	1.000000000
LCAT	16	589	0.643964600
MATH	16	683	0.871084300
MYT1	16	935	1.000000000
Nucleoside_tran	16	954	1.000000000
NUDIX	16	1515	1.000000000
PLA2_B	16	1664	1.000000000
RAI16-like	16	1471	1.000000000
RIH_assoc	16	641	0.741860100
SAPS	16	876	1.000000000
T4_deiodinase	16	696	0.913543200
UPAR_LY6	16	658	0.785922700
2OG-FeII_Oxy_3	15	458	0.444195100
ADH_zinc_N	15	1261	1.000000000
AdoHcyase	15	1281	1.000000000
Apc3	15	164	0.000328237
CBS	15	611	0.763810900
Defensin_beta_2	15	246	0.034008210
DNA_pol_phi	15	909	1.000000000
Drf_FH1	15	410	0.339633300
Drf_GBD	15	934	1.000000000
dsrm	15	509	0.554341100
DUF1693	15	961	1.000000000
DUF2392	15	101	0.000000001
DUF3585	15	999	1.000000000
DUF3808	15	1244	1.000000000
Ephrin	15	855	1.000000000
EPTP	15	553	0.645701600
Ferritin	15	372	0.256878800
Glyco_transf_49	15	463	0.455544800
Helicase_C_2	15	736	1.000000000
IP_trans	15	1256	1.000000000
Laps	15	124	0.000000537
LRRNT	15	182	0.001591440
Menin	15	559	0.658411100
Mesothelin	15	1071	1.000000000
MORN	15	227	0.018265030
muHD	15	796	1.000000000
NUT_C	15	403	0.324667000
Paralemmin	15	904	1.000000000
RFX_DNA_binding	15	516	0.569566400
RyR	15	748	1.000000000
SAM_PNT	15	424	0.370410000
SPARC_Ca_bdg	15	678	0.998646200
Synaptobrevin	15	409	0.337518700
TNFR_c6	15	360	0.230823300
Transglut_C	15	1011	1.000000000
tRNA-synt_2	15	1460	1.000000000
tRNA-synt_2b	15	1162	1.000000000
VCX_VCY	15	901	1.000000000
WAP	15	261	0.051252460
AKAP2_C	14	647	1.000000000
APH	14	635	1.000000000
BRCT	14	477	0.558879100
bZIP_1	14	640	1.000000000
Chromo	14	370	0.310257600
Clat_adaptor_s	14	1089	1.000000000
Connexin_CCC	14	473	0.549459400
DEP	14	529	0.674601200
DUF3518	14	708	1.000000000
DZF	14	497	0.604258700
FA	14	187	0.005344086
FBPase	14	844	1.000000000
FGGY_N	14	1492	1.000000000
FYVE	14	567	0.754130300
GDA1_CD39	14	2976	1.000000000
GKAP	14	1386	1.000000000
HAD_2	14	1003	1.000000000
His_Phos_1	14	1120	1.000000000
IMPDH	14	1325	1.000000000
MIG-14_Wnt-bd	14	619	0.949898400
Nop53	14	663	1.000000000
Nuc_sug_transp	14	1287	1.000000000
OTU	14	1064	1.000000000
PAN_1	14	336	0.230823300
PEPCK	14	1041	1.000000000
Peptidase_M24	14	1140	1.000000000
Peptidase_S9	14	592	0.849637400
PIP5K	14	1362	1.000000000
Sp38	14	738	1.000000000
Thyroglobulin_1	14	690	1.000000000
TIL	14	505	0.621650900
TMPIT	14	330	0.216322200
WSC	14	325	0.205679300
ART	13	686	1.000000000
Asp	13	1938	1.000000000
ATG_C	13	485	0.659703000
BIR	13	598	1.000000000
BROMI	13	1287	1.000000000
Calpain_inhib	13	389	0.424650600
Cylicin_N	13	169	0.003953676
DUF1053	13	497	0.688219800
EF-hand_8	13	448	0.571551000
EphA2_TM	13	565	0.911560100
FAM198	13	781	1.000000000
Flavodoxin_1	13	640	1.000000000
Folate_carrier	13	1330	1.000000000
Glyco_transf_54	13	806	1.000000000
GRAM	13	390	0.427059800
HATPase_c	13	745	1.000000000
Hormone_1	13	720	1.000000000
Lactamase_B	13	710	1.000000000
LMBR1	13	1395	1.000000000
LRR_9	13	966	1.000000000
MIF4G	13	1466	1.000000000
Motile_Sperm	13	179	0.007485054
Myb_DNA-binding	13	289	0.175456100
NAP	13	1674	1.000000000
NCD3G	13	208	0.028854130
Nckap1	13	2237	1.000000000
Nucleoplasmin	13	510	0.717969800
PAD_M	13	637	1.000000000
PALP	13	1421	1.000000000
PDGF	13	418	0.497702300
Piwi	13	1178	1.000000000
Pribosyl_synth	13	903	1.000000000
Prominin	13	1611	1.000000000
PSI	13	472	0.628721500
RnaseA	13	1080	1.000000000
S_100	13	391	0.429459700
Sarcoglycan_2	13	556	0.875410000
Seipin	13	568	0.923418700
Solute_trans_a	13	768	1.000000000
Sulfate_tra_GLY	13	335	0.287882200
Titin_Z	13	124	0.000021981
Transferrin	13	1336	1.000000000
VWA_3	13	771	1.000000000
WT1	13	426	0.516973500
zf-3CxxC	13	608	1.000000000
zf-C2H2_4	13	146	0.000507395
Allantoicase	12	335	0.358335100
Astacin	12	769	1.000000000
ASXH	12	398	0.529133400
ATP-gua_Ptrans	12	1240	1.000000000
Brix	12	974	1.000000000
CAF1	12	1640	1.000000000
CATSPERG	12	941	1.000000000
CENP-P	12	177	0.014715630
CLN5	12	662	1.000000000
Copine	12	882	1.000000000
CwfJ_C_1	12	125	0.000139123
dDENN	12	467	0.708748900
DUF3608	12	272	0.189093900
Dynamin_M	12	1181	1.000000000
EGF_2	12	243	0.117398000
ELMO_CED12	12	720	1.000000000
EMP70	12	1055	1.000000000
Enamelin	12	903	1.000000000
EPL1	12	602	1.000000000
FAD_binding_7	12	554	1.000000000
FAM124	12	467	0.708748900
FAM131	12	747	1.000000000
FG-GAP	12	187	0.023385460
fn1	12	155	0.003620971
GAGE	12	591	1.000000000
Gal-3-0_sulfotr	12	1226	1.000000000
Glyco_hydro_47	12	2192	1.000000000
GPS	12	330	0.344885800
GTP_EFTU_D2	12	602	1.000000000
HRM	12	622	1.000000000
JCAD	12	1348	1.000000000
KCNQ_channel	12	746	1.000000000
Ldh_1_C	12	1161	1.000000000
MutS_II	12	615	1.000000000
Neurochondrin	12	608	1.000000000
NKAIN	12	572	1.000000000
Nrap	12	691	1.000000000
PA	12	687	1.000000000
PAD	12	1956	1.000000000
PAP2	12	1299	1.000000000
PAS_11	12	764	1.000000000
Peptidase_M28	12	1073	1.000000000
Perilipin	12	1838	1.000000000
PI3K_1B_p101	12	1033	1.000000000
PID_2	12	502	0.825120600
PTR2	12	2026	1.000000000
Ric8	12	923	1.000000000
RNB	12	690	1.000000000
SAA	12	274	0.194204800
Sarcoglycan_1	12	979	1.000000000
Sec23_trunk	12	746	1.000000000
SIM_C	12	312	0.295810400
Snf7	12	854	1.000000000
SOCS_box	12	312	0.295810400
SRI	12	95	0.000000142
STAT_bind	12	1512	1.000000000
SUFU_C	12	222	0.074374660
TB2_DP1_HVA22	12	190	0.026692600
Ten_N	12	863	1.000000000
TFIIS_M	12	798	1.000000000
TPT	12	1033	1.000000000
Transglut_core	12	681	1.000000000
tRNA-synt_1	12	2975	0.961554800
Trypsin_2	12	614	1.000000000
UPF0640	12	55	0.000000000
WH1	12	654	1.000000000
14-3-3	11	1178	1.000000000
4_1_CTD	11	227	0.128842100
Acyl-CoA_dh_M	11	375	0.559517000
