Pfam_domain	Snp_count	Domain_length	locfdr
VWD	68	3467	1.000000000
Abhydrolase_5	65	1111	0.058472770
adh_short	65	5103	1.000000000
PDEase_I	65	3854	1.000000000
AAA_6	64	2600	0.830408000
BTB_2	64	2391	0.703008800
DHC_N1	64	5228	1.000000000
Histone	64	2758	0.961321700
Patched	64	4142	1.000000000
SEA	64	2707	0.920320000
SET	64	3380	1.000000000
TIR	64	2218	0.618406500
zf-C4	64	1741	0.370598500
AAA	62	3098	1.000000000
AAA_7	62	3404	1.000000000
SAM_1	62	1519	0.279207300
wnt	62	5540	1.000000000
AA_permease	61	3172	1.000000000
Cation_ATPase_C	61	2674	0.998505500
Kelch_1	61	1776	0.435974000
Metallophos	61	4874	1.000000000
Guanylate_kin	60	2738	1.000000000
BAR	59	2174	0.687147200
Na_H_Exchanger	59	4727	1.000000000
RB_A	59	460	0.000000281
Furin-like	58	1130	0.118521300
HCO3_cotransp	58	4330	1.000000000
TIG	58	1786	0.492533900
AA_permease_2	57	5165	1.000000000
CNH	57	3825	1.000000000
FH2	57	5248	1.000000000
Peptidase_C2	57	4463	1.000000000
PMP22_Claudin	57	4251	1.000000000
RabGAP-TBC	57	4677	1.000000000
SCAN	57	1863	0.553842200
SPAN-X	57	169	0.000000000
HECT	56	7525	1.000000000
Ist1	56	166	0.000000000
RNA_bind	56	87	0.000000000
Tubulin	56	3843	1.000000000
Adaptin_N	55	5428	1.000000000
Ig_3	55	2123	0.740131600
Protocadherin	55	894	0.042244500
UDPGT	55	5842	1.000000000
RA	54	1421	0.341321100
cNMP_binding	53	2123	0.798564800
DSPc	53	2407	1.000000000
F5_F8_type_C	53	2004	0.716743700
OLF	53	2631	1.000000000
Plectin	53	445	0.000002294
PMG	53	1532	0.429140600
BACK	52	2062	0.775588000
Galactosyl_T	52	1786	0.608623900
SMC_N	52	8071	1.000000000
Ldl_recept_b	51	1368	0.358173300
Oxysterol_BP	51	4330	1.000000000
Cystatin	50	1399	0.397974500
Ets	50	1394	0.394514900
Lge1	50	229	0.000000000
MIR	50	1580	0.519009900
NACHT	50	2721	1.000000000
RGS	50	2332	1.000000000
TGFb_propeptide	50	3424	1.000000000
UQ_con	50	3050	1.000000000
ASC	49	4671	1.000000000
Carn_acyltransf	49	4107	1.000000000
Gla	49	161	0.000000000
Guanylate_cyc	49	3844	1.000000000
Keratin_B2_2	49	1144	0.240012000
PI-PLC-X	49	1049	0.176021500
Ricin_B_lectin	49	1843	0.710724300
Sulfotransfer_2	49	2909	1.000000000
TAS2R	49	5379	1.000000000
AKAP_110	48	1577	0.559634600
FERM_M	48	2733	1.000000000
Fork_head	48	2111	1.000000000
PI3Ka	48	1176	0.279207300
C2-set_2	47	1555	0.567433800
Glycos_transf_2	47	3484	1.000000000
Na_trans_assoc	47	2072	1.000000000
Peptidase_M1	47	3852	1.000000000
Recep_L_domain	47	995	0.168820900
SSF	47	4304	1.000000000
ADAM_spacer1	46	1669	0.669257000
FAM47	46	1465	0.526938900
Fibrinogen_C	46	3875	1.000000000
PID	46	2454	1.000000000
zf-CCCH	46	262	0.000000000
DUF3497	45	2489	1.000000000
Exo_endo_phos	45	4615	1.000000000
Glyco_hydro_31	45	4401	1.000000000
HSP70	45	7887	1.000000000
Iso_dh	45	1886	0.900052600
Kringle	45	1680	0.702209900
MT	45	4037	1.000000000
Pro-rich	45	1298	0.427126100
GTP_EFTU	44	3657	1.000000000
Septin	44	4042	1.000000000
JmjC	43	1239	0.426120200
zf-RING_2	43	961	0.207395500
Zona_pellucida	43	3512	1.000000000
Band_3_cyto	42	2472	1.000000000
FGGY_C	42	996	0.252809000
Hexokinase_1	42	1438	0.605183700
Hist_deacetyl	42	3371	1.000000000
MYT1	42	700	0.050380700
Sulfatase	42	4459	1.000000000
Cpn60_TCP1	41	6442	1.000000000
Ephrin_lbd	41	2223	1.000000000
Glyco_hydro_15	41	2849	1.000000000
Lipocalin	41	2431	1.000000000
RasGEF	41	3020	1.000000000
SH3_1	41	934	0.221137100
A_deaminase	40	1954	1.000000000
Cyclin_N	40	2051	1.000000000
VWC	40	1116	0.395208300
zf-FCS	40	253	0.000000000
Glyco_hydro_1	39	3533	1.000000000
Glyco_transf_8	39	2228	1.000000000
Laminin_N	39	2613	1.000000000
RCC1	39	1120	0.422942600
Ten_N	39	1179	0.473458700
Zip	39	3133	1.000000000
AAA_9	38	2845	1.000000000
Bcl-2	38	414	0.000569308
C1_1	38	866	0.221419000
DUF3451	38	1103	0.433092800
Ion_trans_2	38	1364	0.656728400
Na_Ca_ex	38	1845	1.000000000
Aa_trans	37	4584	1.000000000
AJAP1_PANP_C	37	379	0.000194380
Sec1	37	4082	1.000000000
zf-B_box	37	759	0.149165600
AAA_11	36	2409	1.000000000
AAA_8	36	2959	1.000000000
Carb_anhydrase	36	3703	1.000000000
DOCK-C2	36	1725	1.000000000
DUF1053	36	601	0.050918230
DUF3518	36	451	0.003822088
MIP	36	2417	1.000000000
Peptidase_M10	36	2902	1.000000000
Syndecan	36	364	0.000139367
Aldo_ket_red	35	3745	1.000000000
DUF3401	35	745	0.172183400
LRR_4	35	929	0.348935400
RRM_6	35	1200	0.606701600
zf-DHHC	35	2350	1.000000000
Amidohydro_1	34	2568	1.000000000
Arf	34	2521	1.000000000
CLN5	34	662	0.118196100
DUF4371	34	648	0.107012800
HMG_box	34	786	0.231870100
Integrin_beta	34	3793	1.000000000
Lipoxygenase	34	2899	1.000000000
PNP_UDP_1	34	381	0.000832735
Adap_comp_sub	33	2021	1.000000000
Dynamin_N	33	2273	1.000000000
FGF	33	1877	1.000000000
Glyco_transf_10	33	2882	1.000000000
JCAD	33	1348	0.842745700
Peptidase_C14	33	2291	1.000000000
TUDOR	33	1543	1.000000000
VHL	33	156	0.000000000
CHGN	32	3352	1.000000000
DUF3498	32	1612	1.000000000
Neuregulin	32	1284	0.802432500
PAZ	32	550	0.060241230
Peptidase_M13_N	32	2753	1.000000000
Pyridoxal_deC	32	2677	1.000000000
Hexokinase_2	31	1561	1.000000000
IQ	31	227	0.000000041
KCNQ_channel	31	744	0.262558300
L6_membrane	31	804	0.328433400
PFK	31	1909	1.000000000
PHTB1_C	31	381	0.003131716
Rap_GAP	31	1313	0.923341600
RyR	31	659	0.171381000
TB	31	555	0.077307040
Thioredoxin	31	2094	1.000000000
ADAM_CR	30	1304	0.980120900
Caveolin	30	301	0.000125935
FAT	30	2029	1.000000000
Filaggrin	30	798	0.350828000
IMD	30	1177	0.758399900
MFS_2	30	2267	1.000000000
Phosducin	30	563	0.098855580
START	30	1935	1.000000000
WTX	30	1208	0.810411700
Xlink	30	1134	0.716402700
AAA_12	29	1428	1.000000000
CALCOCO1	29	469	0.040585960
DNA_pol_B	29	1824	1.000000000
ECH	29	1846	1.000000000
Fasciclin	29	1577	1.000000000
Fz	29	1519	1.000000000
GVQW	29	455	0.033200510
Laminin_G_3	29	1755	1.000000000
Mab-21	29	2290	1.000000000
MACPF	29	1967	1.000000000
MAGE_N	29	1101	0.721373600
Peptidase_S8	29	3035	1.000000000
PHD	29	704	0.271807600
SH3_2	29	717	0.286506000
Thyroglobulin_1	29	750	0.325906400
Aminotran_4	28	250	0.000010922
Ant_C	28	94	0.000000000
ARID	28	594	0.170107200
dsrm	28	610	0.188857900
Gelsolin	28	1178	0.908509300
GKAP	28	1738	1.000000000
ig	28	814	0.434564200
Lipase	28	2917	1.000000000
Na_sulph_symp	28	2353	1.000000000
AAA_33	27	799	0.451317300
BRCT	27	1173	0.979007400
C1q	27	2016	1.000000000
C8	27	825	0.484540300
CARD	27	1382	1.000000000
CD20	27	1716	1.000000000
EamA	27	1188	1.000000000
Glypican	27	3347	1.000000000
His_Phos_2	27	2259	1.000000000
MBOAT	27	2478	1.000000000
PID_2	27	541	0.134303200
RasGAP	27	1854	1.000000000
RYDR_ITPR	27	1629	1.000000000
AAA_5	26	1500	1.000000000
Amino_oxidase	26	3250	1.000000000
Beach	26	2209	1.000000000
CRAL_TRIO_2	26	1592	1.000000000
FancD2	26	1424	1.000000000
IL8	26	757	0.435994500
PTEN_C2	26	957	0.685901100
SDF	26	3511	1.000000000
Synapsin_C	26	609	0.242689100
TGF_beta	26	1312	1.000000000
Voltage_CLC	26	3847	1.000000000
Caldesmon	25	653	0.334737400
Cullin	25	4655	1.000000000
DAO	25	2826	1.000000000
Glyco_hydro_38C	25	2166	1.000000000
HlyIII	25	1783	1.000000000
NYAP_N	25	1146	1.000000000
PAD	25	1956	1.000000000
PAP2	25	1749	1.000000000
Pentaxin	25	1747	1.000000000
Sec7	25	1377	1.000000000
TMEM151	25	506	0.140698300
A2M_comp	24	1860	1.000000000
Cation_efflux	24	2866	1.000000000
COG4	24	311	0.005845930
EVC2_like	24	425	0.072690950
FA_desaturase	24	1500	1.000000000
FAD_binding_3	24	567	0.249726100
GDNF	24	780	0.547512700
GPS	24	483	0.137086700
Hemopexin	24	712	0.453780900
Peptidase_S9	24	876	0.676191500
PP2C	24	1719	1.000000000
Runt	24	270	0.000869199
Tektin	24	2270	1.000000000
2-Hacid_dh	23	1583	1.000000000
ArfGap	23	1220	1.000000000
DENN	23	1314	1.000000000
E3_UbLigase_R4	23	797	0.618278800
EF-hand_8	23	667	0.432232900
Epimerase	23	1625	1.000000000
FKBP_C	23	631	0.378883400
Frag1	23	874	0.722405100
GOLGA2L5	23	1696	1.000000000
IF4E	23	521	0.217093300
Kunitz_BPTI	23	589	0.317101800
LCE	23	1011	1.000000000
NCD3G	23	257	0.000806178
Perilipin	23	1634	1.000000000
Phosphodiest	23	2121	1.000000000
RNase_T	23	1603	1.000000000
RUN	23	1391	1.000000000
Abhydrolase_1	22	2117	1.000000000
Activin_recp	22	623	0.409537900
Acyltransferase	22	1626	1.000000000
Band_7	22	2513	1.000000000
DNA_pol_B_exo1	22	1134	1.000000000
Drf_GBD	22	1281	1.000000000
DUF3808	22	1699	1.000000000
DUF4529	22	388	0.070966960
FHA	22	641	0.436676000
Fox-1_C	22	183	0.000001589
Frizzled	22	2652	1.000000000
Myc_N	22	1114	1.000000000
Myotub-related	22	2613	1.000000000
OSCP	22	115	0.000000000
PWWP	22	878	0.790189800
SAM_2	22	914	0.880581200
Sec6	22	2686	1.000000000
TMC	22	871	0.771965800
TRAM_LAG1_CLN8	22	1355	1.000000000
Ammonium_transp	21	1859	1.000000000
APCDDC	21	616	0.443039000
APOBEC_N	21	1429	1.000000000
Arm	21	580	0.385398800
Clathrin	21	1115	1.000000000
DAGK_acc	21	983	1.000000000
dDENN	21	434	0.153833200
Ded_cyto	21	1089	1.000000000
DnaJ	21	827	0.762594400
Dpy19	21	2564	1.000000000
DUF1908	21	1104	1.000000000
DUF4546	21	207	0.000094920
Endonuclease_NS	21	1343	1.000000000
EphA2_TM	21	554	0.343539500
G_glu_transpept	21	1941	1.000000000
GBP	21	2390	1.000000000
GCC2_GCC3	21	332	0.034982180
Glyco_hydro_18	21	2216	1.000000000
GRAM	21	476	0.217551800
Hormone_1	21	1071	1.000000000
HRM	21	450	0.176724000
Kazal_2	21	508	0.268961700
MBT	21	880	0.899716500
Methyltransf_16	21	663	0.518089900
Miro	21	815	0.746224800
PI3K_C2	21	1116	1.000000000
Proteasome	21	1367	1.000000000
Spc97_Spc98	21	2971	1.000000000
Sulfate_transp	21	1838	1.000000000
ubiquitin	21	941	1.000000000
V_ATPase_I	21	2404	1.000000000
XK-related	21	2858	1.000000000
A_deamin	20	1401	1.000000000
Aminotran_3	20	1394	1.000000000
Annexin	20	984	1.000000000
Asp	20	2265	1.000000000
Cast	20	1563	1.000000000
Citrate_synt	20	754	0.713383600
Coatomer_WDAD	20	719	0.658525900
Disintegrin	20	694	0.619776100
EF-hand_3	20	375	0.098384490
ETS_PEA3_N	20	1033	1.000000000
FCH	20	656	0.557793300
FMO-like	20	2851	1.000000000
GAF	20	1323	1.000000000
Glyco_transf_6	20	1228	1.000000000
LBP_BPI_CETP	20	1628	1.000000000
MAP2_projctn	20	1129	1.000000000
Med23	20	1313	1.000000000
muHD	20	529	0.345846700
PAN_1	20	589	0.446777700
Ran_BP1	20	610	0.482657300
Rhodanese	20	1162	1.000000000
WT1	20	426	0.172597400
ALMS_motif	19	134	0.000000012
Androgen_recep	19	444	0.240768600
bZIP_Maf	19	547	0.425311500
CRAL_TRIO	19	1231	1.000000000
DAGK_cat	19	644	0.594143400
DDE_Tnp_1_7	19	1698	1.000000000
Death	19	969	1.000000000
EMP70	19	2196	1.000000000
HOOK	19	2876	1.000000000
IMPDH	19	1758	1.000000000
KRAP_IP3R_bind	19	549	0.428781600
Laminin_G_1	19	1547	1.000000000
MARVEL	19	2030	1.000000000
Meckelin	19	1260	1.000000000
NCKAP5	19	445	0.242618100
PEPCK	19	1041	1.000000000
Peptidase_C48	19	1051	1.000000000
Phosphorylase	19	2094	1.000000000
PI-PLC-Y	19	579	0.481763500
PLDc_3	19	361	0.105385500
Tubulin_C	19	1529	1.000000000
Abhydrolase_6	18	2103	1.000000000
ADK	18	1190	1.000000000
Alk_phosphatase	18	1748	1.000000000
APC10	18	412	0.224526800
Branch	18	1040	1.000000000
bZIP_1	18	717	0.785870500
CAP	18	1264	1.000000000
CCDC144C	18	1887	1.000000000
Clat_adaptor_s	18	1205	1.000000000
COLFI	18	1484	1.000000000
Crystall	18	1107	1.000000000
DEP	18	550	0.484540300
DNA_pol_phi	18	909	1.000000000
DUF3583	18	332	0.089739880
E1_dh	18	1559	1.000000000
ELO	18	1667	1.000000000
Folate_carrier	18	1330	1.000000000
GDA1_CD39	18	2809	1.000000000
Glyco_transf_22	18	1219	1.000000000
Granin	18	1611	1.000000000
Ins145_P3_rec	18	1076	1.000000000
MATH	18	1422	1.000000000
PA	18	700	0.748519900
PAT1	18	856	1.000000000
PKD_channel	18	1603	1.000000000
RFX_DNA_binding	18	660	0.681466100
TEA	18	1724	1.000000000
Thioredoxin_6	18	1469	1.000000000
Tmemb_cc2	18	819	1.000000000
TPR_1	18	303	0.053585860
Transglut_core	18	566	0.513985200
zf-C3HC4	18	514	0.417531300
zf-C3HC4_3	18	468	0.330645100
5_nucleotid	17	1420	1.000000000
Abhydrolase_3	17	1110	1.000000000
APG5	17	158	0.000027581
Cation_ATPase_N	17	420	0.285915300
cEGF	17	118	0.000000006
Connexin	17	967	1.000000000
DCX	17	436	0.318443400
DUF3513	17	585	0.610704700
FERM_N	17	1212	1.000000000
Ferric_reduct	17	1341	1.000000000
Gal-bind_lectin	17	1443	1.000000000
Gasdermin	17	2485	1.000000000
IF-2B	17	721	0.926302700
IRF-3	17	1434	1.000000000
Keratin_B2	17	695	0.844606600
LRR_5	17	988	1.000000000
MutS_III	17	1264	1.000000000
Neurensin	17	402	0.250489400
OB_NTP_bind	17	1139	1.000000000
PALP	17	1469	1.000000000
Patatin	17	1070	1.000000000
Peptidase_M13	17	1014	1.000000000
Peptidase_M16_C	17	1070	1.000000000
PIP49_C	17	765	1.000000000
PNMA	17	1878	1.000000000
Radial_spoke	17	1158	1.000000000
RRM_5	17	331	0.118196100
SBP_bac_3	17	2127	1.000000000
SLAIN	17	834	1.000000000
Tweety	17	1359	1.000000000
zf-C2H2_4	17	216	0.004581248
Asp_protease	16	371	0.234363300
BEN	16	398	0.291363000
BRCA2	16	175	0.000606178
C4	16	779	1.000000000
CATSPERG	16	941	1.000000000
CD36	16	1356	1.000000000
CitMHS	16	417	0.332780000
DUF2051	16	755	1.000000000
EF-hand_like	16	664	0.878142800
EMP24_GP25L	16	1422	1.000000000
FAD_binding_1	16	1127	1.000000000
FERM_C	16	861	1.000000000
FF	16	272	0.056743740
GBP_C	16	2075	1.000000000
Lipase_GDSL	16	1397	1.000000000
MOZ_SAS	16	1083	1.000000000
Myelin_PLP	16	850	1.000000000
NGF	16	358	0.208239700
NUDIX	16	1459	1.000000000
Pex2_Pex12	16	243	0.025508630
PI3K_p85B	16	234	0.019039560
PI3K_rbd	16	435	0.370035900
RasGEF_N	16	779	1.000000000
SAM_PNT	16	339	0.169325900
Serum_albumin	16	1013	1.000000000
TB2_DP1_HVA22	16	283	0.072192990
TFIIS_M	16	776	1.000000000
THRAP3_BCLAF1	16	1887	1.000000000
tRNA-synt_1	16	3567	0.983433500
Tuberin	16	355	0.202156700
UPF0564	16	698	0.988029700
zf-C2HC	16	178	0.000765323
zf-RanBP	16	119	0.000000067
AAA_17	15	400	0.353028400
ADH_zinc_N	15	878	1.000000000
AIG1	15	1583	1.000000000
ATP-grasp_2	15	309	0.151807900
B56	15	2180	1.000000000
CAF1	15	1640	1.000000000
CATSPERD	15	1380	1.000000000
Claudin_2	15	1040	1.000000000
Cu_amine_oxid	15	1242	1.000000000
Cu2_monoox_C	15	479	0.529653200
Cyclin_C	15	729	1.000000000
DEAD_2	15	515	0.608216500
Dispanin	15	604	0.810411700
Drf_FH3	15	1522	1.000000000
DUF3338	15	540	0.660148500
DUF3384	15	422	0.403243200
ERM	15	1258	1.000000000
FerI	15	216	0.016516500
Flavodoxin_1	15	816	1.000000000
FYVE_2	15	726	1.000000000
Glyco_hydro_47	15	2629	1.000000000
GST_C	15	544	0.668746100
GTP_EFTU_D2	15	542	0.664459200
HbrB	15	216	0.016516500
IL1	15	692	1.000000000
IP_trans	15	1011	1.000000000
Kelch_4	15	423	0.405520600
KRTAP	15	569	0.720409600
Laminin_II	15	589	0.759349100
LBP_BPI_CETP_C	15	1706	1.000000000
LMBR1	15	1673	1.000000000
LRRNT	15	293	0.119869100
MatE	15	570	0.722405100
Med12-LCEWAV	15	1361	1.000000000
Neuralized	15	419	0.396362300
NIF	15	1154	1.000000000
POM121	15	617	0.858325100
PPAK	15	165	0.000659679
PTR2	15	1806	1.000000000
Rab_eff_C	15	853	1.000000000
RBP_receptor	15	619	0.865562200
SK_channel	15	403	0.359580300
Tet_JBP	15	1802	1.000000000
Titin_Z	15	85	0.000000000
Tropomodulin	15	721	1.000000000
Tyrosinase	15	465	0.499421100
VWA_3	15	798	1.000000000
zf-C3HC4_4	15	378	0.302621000
ZU5	15	511	0.599692500
ABC_membrane_2	14	1250	1.000000000
Acyl-CoA_dh_1	14	608	0.978211600
AKNA	14	214	0.027042840
AMP-binding_C	14	785	1.000000000
ANTH	14	1080	1.000000000
Biotin_lipoyl	14	278	0.128553200
BK_channel_a	14	311	0.203030400
Ca_hom_mod	14	699	1.000000000
Chorein_N	14	556	0.779058300
CPSase_L_D2	14	819	1.000000000
DAG_kinase_N	14	321	0.225761700
Dapper	14	952	1.000000000
DcpS_C	14	232	0.048527520
DHDPS	14	601	0.952916600
DUF3512	14	487	0.622451900
DUF3585	14	423	0.472891600
EGF_3	14	146	0.000270649
FIIND	14	468	0.578883100
FXa_inhibition	14	365	0.333084400
GF_recep_IV	14	389	0.391235900
Glyco_hydro_39	14	521	0.698546600
HCR	14	756	1.000000000
HhH-GPD	14	655	1.000000000
L_HGMIC_fpl	14	923	1.000000000
Laminin_B	14	828	1.000000000
Lig_chan-Glu_bd	14	259	0.091241860
Linker_histone	14	593	0.923461600
MHC_II_beta	14	304	0.186455100
NAP	14	1424	1.000000000
Nol1_Nop2_Fmu	14	1137	1.000000000
PARP	14	1073	1.000000000
PAX	14	993	1.000000000
Peptidase_C12	14	819	1.000000000
Piwi	14	1501	1.000000000
Pou	14	588	0.904747500
PTB	14	795	1.000000000
PYRIN	14	648	1.000000000
RHD	14	1027	1.000000000
SCP-1	14	765	1.000000000
ST7	14	950	1.000000000
TIL	14	459	0.557307000
TNFR_c6	14	346	0.286187300
Transglut_C	14	1110	1.000000000
Trichoplein	14	1576	1.000000000
tRNA-synt_2b	14	861	1.000000000
zf-C2H2_6	14	161	0.001292560
zf-RING_6	14	107	0.000000156
Zfx_Zfy_act	14	647	1.000000000
2OG-FeII_Oxy_2	13	1186	1.000000000
3Beta_HSD	13	1352	1.000000000
4HBT	13	386	0.454687600
Aldolase_II	13	280	0.180489700
Arm_2	13	2001	1.000000000
Arrestin_C	13	972	1.000000000
Arrestin_N	13	746	1.000000000
BAH	13	829	1.000000000
Bestrophin	13	1283	1.000000000
BEX	13	917	1.000000000
CCDC92	13	188	0.017212410
CENP-N	13	337	0.328007100
CN_hydrolase	13	1121	1.000000000
CP2	13	917	1.000000000
CS	13	376	0.429712700
CTP_transf_2	13	631	1.000000000
Cylicin_N	13	279	0.177856800
DIL	13	645	1.000000000
DMP1	13	513	0.764874300
DUF1693	13	1043	1.000000000
DUF1736	13	146	0.000853331
DUF2476	13	784	1.000000000
Epiglycanin_TR	13	220	0.055292050
ERG4_ERG24	13	923	1.000000000
Fe-ADH	13	252	0.115890600
FYVE	13	399	0.489153400
Glyco_hydro_35	13	1345	1.000000000
Glyco_hydro_56	13	1394	1.000000000
HMG_box_2	13	279	0.177856800
IL17_R_N	13	1092	1.000000000
Lactamase_B	13	1081	1.000000000
MIF4G	13	1422	1.000000000
NDK	13	1104	1.000000000
NMDAR2_C	13	1271	1.000000000
PBD	13	230	0.072307980
Peptidase_M24	13	1327	1.000000000
PET	13	488	0.708481100
PI3K_1B_p101	13	1033	1.000000000
PIP5K	13	1094	1.000000000
Prog_receptor	13	564	0.976005500
Rab5-bind	13	519	0.790985900
Retinal	13	1264	1.000000000
RIIa	13	110	0.000002876
SRCR_2	13	180	0.011568070
STAT_int	13	612	1.000000000
TAFH	13	195	0.023117740
TCL1_MTCP1	13	344	0.346231500
TMCO5	13	559	0.956557100
TNF	13	937	1.000000000
tRNA-synt_1e	13	715	1.000000000
Troponin	13	516	0.777797300
UAA	13	811	1.000000000
UBX	13	391	0.468147000
UPAR_LY6	13	493	0.720102100
Vps53_N	13	452	0.621938100
WH1	13	478	0.684694200
7TM_GPCR_Srsx	12	986	1.000000000
A2M_N_2	12	617	1.000000000
Ald_Xan_dh_C2	12	1078	1.000000000
Apt1	12	475	0.771529200
Calpain_III	12	1102	1.000000000
CCDC14	12	1001	1.000000000
CENP-P	12	177	0.020416240
CPSase_L_chain	12	803	1.000000000
Cu-oxidase_3	12	725	1.000000000
DNA_pol_A_exo1	12	739	1.000000000
DUF1744	12	401	0.578489300
ecTbetaR2	12	119	0.000105491
EF-hand_6	12	229	0.107688600
FAD_binding_7	12	554	1.000000000
FAM104	12	222	0.091241860
FG-GAP	12	229	0.107688600
Folate_rec	12	677	1.000000000
GATase	12	658	1.000000000
GED	12	460	0.732304600
HA2	12	628	1.000000000
HIN	12	506	0.913510200
HNOBA	12	707	1.000000000
Innexin	12	791	1.000000000
ITI_HC_C	12	899	1.000000000
L27	12	266	0.201476000
LNS2	12	735	1.000000000
Lyase_1	12	1060	1.000000000
MCM	12	1655	1.000000000
Myb_DNA-bind_6	12	191	0.036557630
NAD_binding_1	12	449	0.704763800
NAD_kinase	12	564	1.000000000
NHS	12	1414	1.000000000
Nrap	12	497	0.873661900
OTU	12	1086	1.000000000
P53_TAD	12	25	0.000000000
PAS	12	543	1.000000000
PCI	12	740	1.000000000
Peptidase_C1	12	2016	1.000000000
PG_binding_1	12	474	0.766718500
Pro_isomerase	12	1057	1.000000000
Pyr_redox_2	12	1546	1.000000000
Reticulon	12	832	1.000000000
RNA_pol_I_A49	12	383	0.529125000
Sarcoglycan_1	12	1236	1.000000000
STAS	12	881	1.000000000
Sulfate_tra_GLY	12	419	0.626521000
TPD52	12	298	0.290026000
Transket_pyr	12	970	1.000000000
UBA	12	299	0.292696700
UPF0560	12	1267	1.000000000
UT	12	1167	1.000000000
V1R	12	791	1.000000000
