Pfam_domain	Snp_count	Domain_length	locfdr
Miro	20	853	0.727959600
Nucleoporin_C	20	1099	1.000000000
PAS	20	965	0.903236100
Seipin	20	270	0.000725320
SNARE	20	543	0.194444400
TALPID3	20	1229	1.000000000
UPF0560	20	2396	1.000000000
zf-C3HC4_2	20	388	0.031177240
ADH_zinc_N	19	1369	1.000000000
Alk_phosphatase	19	1748	1.000000000
Amidase	19	1380	1.000000000
Aminotran_3	19	2051	1.000000000
Choline_transpo	19	1740	1.000000000
Claudin_2	19	1402	1.000000000
DUF3588	19	235	0.000160332
DUF3591	19	928	0.916499600
Dynamin_N	19	1603	1.000000000
FA_desaturase	19	1487	1.000000000
Glyco_transf_64	19	1235	1.000000000
GRAM	19	469	0.128543400
IMS	19	1057	1.000000000
Lactamase_B_2	19	1286	1.000000000
LBP_BPI_CETP	19	1126	1.000000000
LBP_BPI_CETP_C	19	1706	1.000000000
LON	19	1606	1.000000000
MAGE_N	19	988	0.983367700
Methyltransf_16	19	1168	1.000000000
Nup153	19	522	0.203970000
Pentaxin	19	1739	1.000000000
Peptidase_C48	19	935	0.924631200
RNA_pol_Rpb2_1	19	1200	1.000000000
RYDR_ITPR	19	1420	1.000000000
SAM_2	19	694	0.509086900
Serinc	19	1746	1.000000000
Spc97_Spc98	19	2971	1.000000000
ST7	19	1489	1.000000000
Syndecan	19	134	0.000000000
tRNA-synt_1	19	3097	1.000000000
UAA	19	1719	1.000000000
zf-Di19	19	180	0.000000298
4HBT	18	545	0.290509700
Ammonium_transp	18	2251	1.000000000
DAGK_cat	18	1168	1.000000000
DNA_methylase	18	1138	1.000000000
Drf_FH3	18	1402	1.000000000
DUF1693	18	1362	1.000000000
DUF3414	18	1718	1.000000000
DUF4662	18	263	0.002065260
Dynamin_M	18	1944	1.000000000
E2F_TDP	18	507	0.223808500
EamA	18	988	1.000000000
EF-hand_8	18	764	0.720521400
F-box-like	18	420	0.098164380
Ferritin	18	372	0.048361240
HA2	18	1207	1.000000000
IQ	18	272	0.003163558
Kazal_2	18	419	0.096962360
Lactamase_B	18	1538	1.000000000
Mab-21	18	1738	1.000000000
Med23	18	1313	1.000000000
MutS_V	18	963	1.000000000
MYT1	18	625	0.441705400
Peptidase_S8	18	2210	1.000000000
PNMA	18	1956	1.000000000
RB_A	18	459	0.149617700
RyR	18	380	0.055550140
SNF5	18	196	0.000013640
UPF0564	18	723	0.641261700
VWA_3	18	1543	1.000000000
zf-RanBP	18	269	0.002709346
Aconitase	17	1496	1.000000000
BRCT	17	831	0.917392300
bZIP_1	17	625	0.517617500
bZIP_Maf	17	731	0.740501500
C8	17	588	0.436491800
CD36	17	1356	1.000000000
CENP-H	17	106	0.000000000
Chromo	17	653	0.576009200
CLASP_N	17	1395	1.000000000
Clat_adaptor_s	17	1426	1.000000000
Connexin	17	1285	1.000000000
CTF_NFI	17	1223	1.000000000
CTNNB1_binding	17	934	1.000000000
Drf_FH1	17	679	0.633118800
Flavodoxin_1	17	973	1.000000000
Galactosyl_T	17	1864	1.000000000
G-gamma	17	456	0.184662700
GST_C	17	844	0.934148900
HRM	17	619	0.504958000
ig	17	629	0.525956200
IL6Ra-bind	17	575	0.410901200
JmjN	17	103	0.000000000
Mesothelin	17	1071	1.000000000
Na_K-ATPase	17	1280	1.000000000
Nckap1	17	2237	1.000000000
NCKAP5	17	824	0.908205800
P2X_receptor	17	1887	1.000000000
Peptidase_C1	17	2380	1.000000000
Piwi	17	2096	1.000000000
Pkinase_C	17	354	0.050379410
RWD	17	879	0.977399600
STAT_bind	17	1763	1.000000000
Tektin	17	2334	1.000000000
TPR_12	17	700	0.676903200
VIT	17	707	0.691062400
XK-related	17	2240	1.000000000
zf-C3HC4_4	17	382	0.079065680
zf-met	17	248	0.002032163
Abhydrolase_5	16	1318	1.000000000
ADK	16	881	1.000000000
AdoHcyase	16	1281	1.000000000
Alpha-amylase	16	1233	1.000000000
Anillin	16	405	0.144864400
B56	16	2184	1.000000000
BIR	16	713	0.794678200
Cactin_mid	16	190	0.000084023
Cation_efflux	16	3245	0.975044900
CN_hydrolase	16	1297	1.000000000
COLFI	16	1412	1.000000000
Cylicin_N	16	170	0.000007848
DAGK_acc	16	1326	1.000000000
Death	16	815	0.961564900
fn1	16	265	0.008381191
Gal_Lectin	16	329	0.047008280
IL8	16	761	0.887526000
IP_trans	16	1248	1.000000000
Lamp	16	741	0.852069700
Latrophilin	16	989	1.000000000
Lipoxygenase	16	2429	1.000000000
Med12-LCEWAV	16	1361	1.000000000
MH1	16	744	0.858025800
muHD	16	796	0.936375100
Peptidase_M20	16	1714	1.000000000
Peptidase_M8	16	576	0.489953900
Perilipin	16	1634	1.000000000
PNK3P	16	147	0.000000152
Pre-SET	16	320	0.039520600
Prominin	16	1611	1.000000000
Radical_SAM	16	1094	1.000000000
Ribosomal_L2_C	16	243	0.003369235
RNA_pol_L	16	871	1.000000000
Scramblase	16	1140	1.000000000
SelR	16	450	0.222636500
TB	16	470	0.261065500
Titin_Z	16	113	0.000000000
tRNA-synt_2	16	1460	1.000000000
Tropomodulin	16	860	1.000000000
Tubulin_C	16	1416	1.000000000
Tweety	16	1359	1.000000000
uDENN	16	396	0.130281500
UPAR_LY6	16	669	0.698686200
zf-C3HC4	16	462	0.244166600
Acyl-CoA_dh_N	15	564	0.546864800
APC10	15	757	0.951683800
ASXH	15	398	0.175816500
Bestrophin	15	1078	1.000000000
BEX	15	1167	1.000000000
CIMR	15	1748	1.000000000
Cu_amine_oxid	15	1242	1.000000000
DNA_pol_phi	15	909	1.000000000
DUF1370	15	185	0.000155058
DUF3512	15	487	0.363976300
E3_UbLigase_R4	15	797	1.000000000
ETS_PEA3_N	15	1033	1.000000000
Fasciclin	15	1363	1.000000000
FNIP_N	15	332	0.073434760
FYVE	15	591	0.613291400
Golgin_A5	15	950	1.000000000
Granin	15	1611	1.000000000
KRTAP	15	528	0.460053500
MHC_II_alpha	15	329	0.070034260
MMR_HSR1	15	1391	1.000000000
MOZ_SAS	15	1083	1.000000000
NAD_binding_1	15	989	1.000000000
NDK	15	1108	1.000000000
NMDAR2_C	15	1271	1.000000000
Nuc_sug_transp	15	1348	1.000000000
PCI	15	853	1.000000000
PH_9	15	533	0.472634700
PI3K_C2	15	1116	1.000000000
POM121	15	855	1.000000000
RHD	15	1150	1.000000000
Rhodanese	15	1265	1.000000000
THF_DHG_CYH_C	15	469	0.321287100
Tmemb_cc2	15	1136	1.000000000
Topoisom_bac	15	828	1.000000000
tRNA-synt_1g	15	1098	1.000000000
zf-CXXC	15	189	0.000243731
2-Hacid_dh	14	1274	1.000000000
A2M_N_2	14	838	1.000000000
Bax1-I	14	928	1.000000000
BCAS2	14	218	0.004379914
BRE	14	486	0.441397500
Calpain_III	14	1231	1.000000000
CLTH	14	1054	1.000000000
Cmyb_C	14	713	0.961378800
Cyt-b5	14	652	0.860285500
DIE2_ALG10	14	898	1.000000000
DUF1900	14	786	1.000000000
DUF2045	14	239	0.011126650
E_Pc_C	14	463	0.385247800
Epiglycanin_TR	14	565	0.648086900
FATC	14	99	0.000000000
Fmp27	14	675	0.902428300
FYRC	14	261	0.023748580
GAGE	14	768	1.000000000
Gasdermin	14	2030	1.000000000
GKAP	14	1027	1.000000000
Glyco_hydro_47	14	2243	1.000000000
Glyco_transf_7C	14	606	0.750626900
HAP1_N	14	877	1.000000000
IRF-3	14	981	1.000000000
Laminin_G_1	14	1351	1.000000000
LCE	14	728	0.983367700
Lysyl_oxidase	14	1135	1.000000000
Metallothio	14	244	0.013604060
Mob1_phocein	14	803	1.000000000
MRVI1	14	1127	1.000000000
PA26	14	1344	1.000000000
PAP_assoc	14	224	0.005893663
PRY	14	513	0.513267700
SDF	14	2981	0.955496400
SelP_N	14	229	0.007487941
Skp1_POZ	14	44	0.000000000
Smg4_UPF3	14	509	0.502982300
ThiF	14	1410	1.000000000
Vps26	14	833	1.000000000
WSC	14	163	0.000052572
zf-C2H2_4	14	216	0.004008260
ABC_membrane_2	13	1250	1.000000000
Abhydro_lipase	13	88	0.000000000
AKAP95	13	497	0.569024600
Arrestin_N	13	1067	1.000000000
ATP-synt_ab	13	977	1.000000000
AXH	13	115	0.000000043
Cast	13	1563	1.000000000
Chorein_N	13	790	1.000000000
Connexin_CCC	13	673	0.978689400
DHDPS	13	303	0.097610170
DNA_pol_A	13	1149	1.000000000
DNA_topoisoIV	13	917	1.000000000
DUF1619	13	885	1.000000000
DUF3694	13	736	1.000000000
DUF837	13	338	0.162040800
EF-hand_like	13	561	0.745966200
ELO	13	1191	1.000000000
FAA_hydrolase	13	1113	1.000000000
Fumble	13	1547	1.000000000
FYVE_2	13	570	0.770199900
GLTP	13	314	0.115431300
Glyco_transf_18	13	1147	1.000000000
Glycogen_syn	13	1265	1.000000000
IBN_N	13	518	0.629666700
Ins145_P3_rec	13	848	1.000000000
IPK	13	1344	1.000000000
KCNQ_channel	13	947	1.000000000
LSM	13	571	0.772857200
MgtE	13	822	1.000000000
MyTH4	13	678	0.986469300
NAPRTase	13	510	0.607007100
Neuregulin	13	1583	1.000000000
NKAIN	13	572	0.775507400
OST-HTH	13	427	0.377392900
PDGF	13	416	0.347151400
Pellino	13	1342	1.000000000
Peptidase_M13	13	1258	1.000000000
Peptidase_M28	13	1669	1.000000000
Peptidase_S9	13	1080	1.000000000
PLDc_2	13	887	1.000000000
Rav1p_C	13	1052	1.000000000
RNase_PH	13	848	1.000000000
Sulfotransfer_3	13	390	0.281591700
Syja_N	13	1533	1.000000000
Syntaphilin	13	617	0.885190200
Ten_N	13	1191	1.000000000
TFIIA	13	1278	1.000000000
Thioredoxin_6	13	1322	1.000000000
Transglut_core	13	1030	1.000000000
Urocanase	13	579	0.793866300
Utp14	13	1439	1.000000000
WAP	13	442	0.416796800
zf-UBR	13	213	0.007608411
2-oxoacid_dh	12	931	1.000000000
AAA_12	12	1025	1.000000000
AAA_23	12	681	1.000000000
ACC_central	12	727	1.000000000
Acyl-CoA_dh_M	12	388	0.359206400
Alpha_kinase	12	786	1.000000000
API5	12	79	0.000000000
Arfaptin	12	1293	1.000000000
Arm_2	12	1861	1.000000000
Astacin	12	849	1.000000000
Bcl-2	12	502	0.699391200
BNR_2	12	843	1.000000000
CAF1	12	1318	1.000000000
CENP-F_leu_zip	12	283	0.103520800
Choline_kinase	12	619	0.974897900
CP2	12	1138	1.000000000
Cys_knot	12	674	1.000000000
Dak2	12	174	0.001903772
Defensin_beta_2	12	245	0.045096800
Dendrin	12	655	1.000000000
DNA_pol_B_exo1	12	1191	1.000000000
DOT1	12	203	0.010028800
DUF4457	12	505	0.707811400
DUF4584	12	433	0.493011100
EMP70	12	1587	1.000000000
Ephrin	12	849	1.000000000
FAD_binding_8	12	549	0.833982000
FAM110_C	12	335	0.216736900
Ferric_reduct	12	1323	1.000000000
FGGY_N	12	1392	1.000000000
Filaggrin	12	484	0.647236400
Fox-1_C	12	183	0.003536361
GCC2_GCC3	12	335	0.216736900
GCOM2	12	738	1.000000000
GFO_IDH_MocA	12	236	0.034932550
GlcNAc_2-epim	12	660	1.000000000
Glyco_hydro_79n	12	639	1.000000000
Glyco_transf_49	12	435	0.499094000
Gpi16	12	574	0.893755300
HATPase_c	12	946	1.000000000
HCaRG	12	1142	1.000000000
