Pfam_domain	Snp_count	Domain_length	locfdr
HSP70	85	8187	1.000000000
DUF3497	84	2901	1.000000000
Na_Ca_ex	84	2079	0.726068700
Neuregulin	84	1146	0.199112700
PID	84	2822	1.000000000
CD20	83	2806	1.000000000
CLN5	82	662	0.000720095
Peptidase_S8	82	2840	1.000000000
PI3_PI4_kinase	82	4081	1.000000000
SH3_9	82	1884	0.681438800
TTL	82	4480	1.000000000
C1-set	81	2676	1.000000000
CNH	81	4269	1.000000000
SAM_1	81	2588	1.000000000
Arm	80	1724	0.637998000
HMG_box	80	2056	0.746687800
C1_1	79	1336	0.423412600
C1q	79	3272	1.000000000
Hist_deacetyl	79	3702	1.000000000
MACPF	79	2122	0.770024700
Oxysterol_BP	79	4325	1.000000000
Aa_trans	78	6010	1.000000000
T-box	78	2762	1.000000000
Cyclin_N	77	2705	1.000000000
Exo_endo_phos	77	7050	1.000000000
Furin-like	77	1287	0.411188500
DAO	76	3297	1.000000000
GVQW	76	805	0.032444010
Thioredoxin	76	2796	1.000000000
UPF0560	75	2396	1.000000000
Zip	75	3623	1.000000000
Cation_ATPase_C	74	3157	1.000000000
DEP	74	1114	0.299571100
PNP_UDP_1	74	887	0.093160210
PX	74	3849	1.000000000
SSF	74	4014	1.000000000
Tubulin	74	4985	1.000000000
Amino_oxidase	73	3569	1.000000000
BACK	73	3424	1.000000000
PAX	73	1139	0.337953000
RRM_6	72	2221	0.961533600
AAA_7	71	3795	1.000000000
Carb_anhydrase	71	4391	1.000000000
EF-hand_3	71	286	0.000000000
Lipase	71	2707	1.000000000
Lipocalin	71	3166	1.000000000
Peptidase_M1	71	4955	1.000000000
Zona_pellucida	71	3654	1.000000000
DAGK_cat	70	1713	0.719795900
Integrin_beta	69	3385	1.000000000
Sterol-sensing	69	767	0.050689390
Sulfotransfer_2	69	2909	1.000000000
UQ_con	69	4087	1.000000000
ADAM_spacer1	67	1998	0.887372400
AAA_5	66	2590	1.000000000
MBT	66	943	0.245015100
MH2	66	1668	0.737558100
RB_A	66	653	0.015284830
AAA_12	65	2249	1.000000000
FERM_C	65	1392	0.633521400
Arf	64	3634	1.000000000
DENN	64	2450	1.000000000
Glypican	64	3347	1.000000000
MBOAT	64	3673	1.000000000
PSI	64	1130	0.467091600
Med23	63	1313	0.613944700
Peptidase_C14	62	3413	1.000000000
TGF_beta	62	2146	1.000000000
TIR	62	2443	1.000000000
BAR	61	2883	1.000000000
COLFI	61	1798	0.861540600
F-box-like	61	955	0.341553000
FXa_inhibition	61	1032	0.423814700
Kringle	61	2239	1.000000000
Metallophos	61	4635	1.000000000
zf-DHHC	61	3207	1.000000000
Adap_comp_sub	60	3061	1.000000000
Myotub-related	60	4487	1.000000000
OSCP	60	115	0.000000000
Pro-rich	60	1477	0.723079600
Protocadherin	60	895	0.289630400
Ricin_B_lectin	60	2069	1.000000000
Sulfate_transp	60	2502	1.000000000
BRCT	59	1434	0.715998800
Crystall	59	1907	1.000000000
Death	59	1774	0.905559800
RUN	59	2376	1.000000000
Sec1	59	4143	1.000000000
TRAM_LAG1_CLN8	59	2681	1.000000000
AIG1	58	1795	0.968635600
Cystatin	58	1592	0.781022000
PI-PLC-X	58	2121	1.000000000
Ets	57	1648	0.818447000
SAM_2	57	986	0.446450300
Septin	57	2710	1.000000000
Drf_FH3	56	1385	0.725669700
ETS_PEA3_N	56	1033	0.509355900
Gasdermin	56	2485	1.000000000
Laminin_G_1	56	2174	1.000000000
PARP	56	2730	1.000000000
Recep_L_domain	56	1434	0.744723100
ubiquitin	56	1441	0.747365400
Frizzled	55	3601	1.000000000
Glyco_hydro_47	55	3068	1.000000000
MYT1	55	878	0.362370400
TB	55	1160	0.622555400
AAA_9	54	2845	1.000000000
G_glu_transpept	54	2463	1.000000000
Hemopexin	54	1335	0.725447900
LRR_4	54	1256	0.689061300
A_deamin	53	2163	1.000000000
C4	53	793	0.292944800
DnaJ	53	1222	0.683629700
MHC_I	53	2724	1.000000000
RasGAP	53	1788	1.000000000
ZU5	53	946	0.477949700
Cast	52	1563	0.904819800
CRAL_TRIO_2	52	1633	1.000000000
DUF1908	52	1104	0.627313000
Fz	52	2051	1.000000000
GAF	52	1958	1.000000000
Proteasome	52	2925	1.000000000
Pyr_redox_2	52	3258	1.000000000
Ten_N	52	1038	0.578989800
XK-related	52	2575	1.000000000
C8	51	1103	0.640554600
CHGN	51	3684	1.000000000
Neurexophilin	51	1542	0.917770800
TPR_1	51	554	0.041792350
MAGE_N	50	1415	0.796352400
Na_sulph_symp	50	2900	1.000000000
RCC1	50	1221	0.718626100
TPR_12	50	1202	0.709340700
CCDC144C	49	2363	1.000000000
Ins145_P3_rec	49	1302	0.764475400
IQ	49	376	0.000278633
Na_trans_assoc	49	2211	1.000000000
Peptidase_M10	49	2733	1.000000000
PNMA	49	2459	1.000000000
AAA_11	48	1918	1.000000000
Abhydrolase_6	48	4442	1.000000000
CAP	48	1623	1.000000000
IL8	48	1355	0.795104000
Mab-21	48	2294	1.000000000
MCM	48	2811	1.000000000
PWWP	48	1233	0.746423900
Tektin	48	1950	1.000000000
zf-C2H2_4	48	582	0.100837200
CARD	47	1607	1.000000000
FCH	47	1279	0.776656500
PC-Esterase	47	1306	0.787207500
Peptidase_M13	47	1370	0.836709300
Sec7	47	2246	1.000000000
zf-HC5HC2H	47	998	0.627423700
Aldolase_II	46	1103	0.707773200
APOBEC_N	46	2146	1.000000000
DNA_pol_B	46	2265	1.000000000
Gla	46	202	0.000000000
HEAT_2	46	1382	0.903778400
MARVEL	46	2350	1.000000000
Peptidase_C1	46	2737	1.000000000
Peptidase_M13_N	46	2753	1.000000000
ArfGap	45	1515	1.000000000
CEP170_C	45	1115	0.726688300
Gelsolin	45	1605	1.000000000
GTP_EFTU	45	3619	1.000000000
Hexokinase_1	45	1230	0.778898500
RRM_5	45	919	0.597598800
RYDR_ITPR	45	1836	1.000000000
SH3_2	45	1336	0.877555700
TUDOR	45	2701	1.000000000
VWA_3	45	1242	0.783804800
Cation_efflux	44	3264	1.000000000
CN_hydrolase	44	1503	1.000000000
CRAL_TRIO	44	1800	1.000000000
DAGK_acc	44	1479	1.000000000
FancD2	44	1424	1.000000000
GDA1_CD39	44	3775	1.000000000
Glyco_hydro_15	44	2849	1.000000000
STAS	44	1609	1.000000000
TMEM151	44	506	0.068194100
Troponin	44	934	0.627194600
zf-B_box	44	875	0.575892000
zf-C2HC	44	335	0.000239157
Calpain_III	43	1628	1.000000000
CTP_transf_2	43	1273	0.871256900
Gal-3-0_sulfotr	43	1610	1.000000000
Hexokinase_2	43	1561	1.000000000
HlyIII	43	2674	1.000000000
KCNQ_channel	43	1278	0.879944400
LRR_5	43	827	0.547682200
NMDAR2_C	43	1271	0.867767400
Reticulon	43	1171	0.777025600
Thyroglobulin_1	43	941	0.648917100
Asp	42	2357	1.000000000
dsrm	42	1225	0.838068400
DUF1693	42	1043	0.727924600
DUF3583	42	332	0.000482914
E1_dh	42	2286	1.000000000
Fasciclin	42	2094	1.000000000
FAT	42	2029	1.000000000
PAP2	42	1901	1.000000000
Phosphorylase	42	2094	1.000000000
POM121	42	1059	0.736291300
PRY	42	818	0.558674400
SDF	42	3560	1.000000000
Amidohydro_1	41	2383	1.000000000
Ferric_reduct	41	1191	0.829007700
HCaRG	41	1670	1.000000000
JmjC	41	1262	0.956824600
LBP_BPI_CETP	41	1892	1.000000000
Lipoxygenase	41	2899	1.000000000
MH1	41	744	0.494072700
OB_NTP_bind	41	2031	1.000000000
P2X_receptor	41	2557	1.000000000
PMG	41	1514	1.000000000
WTX	41	1208	0.860635400
ADAM_CR	40	1630	1.000000000
Carn_acyltransf	40	4107	1.000000000
DCX	40	496	0.115874000
DUF3808	40	1941	1.000000000
GKAP	40	1405	1.000000000
Glyco_hydro_35	40	1663	1.000000000
GRAM	40	1172	0.848250600
NUDIX	40	2243	1.000000000
Phosphodiest	40	2603	1.000000000
Prog_receptor	40	564	0.231253300
PYRIN	40	1245	0.980972100
Rap_GAP	40	1691	1.000000000
SPAN-X	40	367	0.005787169
START	40	2679	1.000000000
Voltage_CLC	40	3847	1.000000000
CLASP_N	39	1572	1.000000000
Cylicin_N	39	279	0.000060147
DNA_pol_B_exo1	39	1477	1.000000000
Hormone_1	39	1089	0.789654600
LCE	39	1137	0.837085700
SRCR_2	39	658	0.421009900
Syja_N	39	1637	1.000000000
Abhydrolase_1	38	2117	1.000000000
APG5	38	311	0.000872455
BRO1	38	2073	1.000000000
DAGAT	38	1940	1.000000000
EMP70	38	2095	1.000000000
Filaggrin	38	905	0.703619200
Glyco_transf_10	38	2882	1.000000000
His_Phos_2	38	2201	1.000000000
KRAP_IP3R_bind	38	606	0.361274500
TEA	38	1724	1.000000000
Tropomyosin	38	797	0.618531200
WH1	38	1027	0.773159900
7TM_GPCR_Srsx	37	1770	1.000000000
Annexin	37	1250	1.000000000
EF-hand_2	37	484	0.159662500
FA_desaturase	37	1939	1.000000000
FMO-like	37	2851	1.000000000
Pentaxin	37	1755	1.000000000
Peptidase_C48	37	1681	1.000000000
RA	37	1142	0.962776100
Rad51	37	1236	1.000000000
RPEL	37	130	0.000000000
Tweety	37	1359	1.000000000
V_ATPase_I	37	3056	1.000000000
Xlink	37	1514	1.000000000
A2M_comp	36	1875	1.000000000
Abhydrolase_5	36	1752	1.000000000
Ammonium_transp	36	2352	1.000000000
Dpy19	36	3314	1.000000000
DUF1041	36	218	0.000001143
Epimerase	36	1879	1.000000000
FAM198	36	781	0.642755000
FRG2	36	546	0.307618400
Glyco_transf_18	36	1147	1.000000000
Macro	36	1208	1.000000000
NHL	36	254	0.000047932
Pecanex_C	36	1053	0.844440400
Titin_Z	36	282	0.000381875
AKAP_110	35	1446	1.000000000
BEX	35	1333	1.000000000
bZIP_1	35	1000	0.801093200
Connexin	35	1612	1.000000000
Cupin_8	35	1590	1.000000000
DUF3512	35	487	0.217559700
EF-hand_8	35	818	0.692037300
FHA	35	1091	0.984195700
HOOK	35	3052	1.000000000
Latrophilin	35	989	0.795597600
muHD	35	796	0.675077800
MutS_III	35	1565	1.000000000
Snf7	35	992	0.797105400
Dapper	34	1040	0.943172300
EF-hand_like	34	738	0.643129700
Gal-bind_lectin	34	1857	1.000000000
GF_recep_IV	34	726	0.631430500
Glyco_hydro_38C	34	2846	1.000000000
HSP90	34	2016	1.000000000
LBP_BPI_CETP_C	34	2181	1.000000000
Med12-LCEWAV	34	1361	1.000000000
MIF4G	34	2364	1.000000000
Noelin-1	34	300	0.003244671
PAS_9	34	959	0.794692600
Peptidase_M28	34	1537	1.000000000
PHR	34	974	0.802402100
PI-PLC-Y	34	822	0.712784200
TALPID3	34	1229	1.000000000
Tet_JBP	34	1802	1.000000000
TF_AP-2	34	913	0.769876000
WW	34	420	0.113188300
Abhydrolase_3	33	1148	1.000000000
CD36	33	906	0.781137500
Claudin_2	33	1811	1.000000000
Ded_cyto	33	1637	1.000000000
DUF1619	33	1026	0.978600400
EamA	33	1445	1.000000000
ECH	33	2720	1.000000000
fn1	33	338	0.023142610
Laminin_B	33	1107	1.000000000
MAP7	33	680	0.604849800
Meckelin	33	1260	1.000000000
NAP	33	2358	1.000000000
Sarcoglycan_1	33	1236	1.000000000
VGCC_beta4Aa_N	33	126	0.000000000
zf-C3HC4_4	33	659	0.579325000
2-Hacid_dh	32	1510	1.000000000
A_deaminase	32	2282	1.000000000
ARID	32	1077	1.000000000
bZIP_Maf	32	823	0.747083200
ERAP1_C	32	2251	1.000000000
FKBP_C	32	1359	1.000000000
Galactosyl_T	32	2076	1.000000000
GDNF	32	1057	1.000000000
Glyco_hydro_79n	32	648	0.590716300
HAUS4	32	191	0.000000868
Nckap1	32	2237	1.000000000
NCKAP5	32	756	0.698686500
RasGEF_N	32	1074	1.000000000
Alpha_kinase	31	965	0.981252100
Alpha-amylase	31	1268	1.000000000
Aminotran_3	31	2051	1.000000000
CAP_GLY	31	683	0.653697000
Clathrin	31	1859	1.000000000
DED	31	583	0.527206500
DUF1669	31	2014	1.000000000
DUF3699	31	619	0.579244700
Exostosin	31	997	1.000000000
FAM75	31	741	0.705860000
FGGY_C	31	874	0.794474400
ig	31	908	0.847514000
Miro	31	1144	1.000000000
NHR2	31	134	0.000000000
Peptidase_S9	31	1340	1.000000000
Rav1p_C	31	1457	1.000000000
Rhodanese	31	1738	1.000000000
RyR	31	843	0.776297800
TFIIS_M	31	797	0.746892000
THRAP3_BCLAF1	31	2570	1.000000000
Transferrin	31	1982	1.000000000
TSKS	31	567	0.501452500
Ufd2P_core	31	1267	1.000000000
Acyltransferase	30	2080	1.000000000
CENP-P	30	177	0.000000646
Drf_GBD	30	1526	1.000000000
ELO	30	1429	1.000000000
ERM	30	1258	1.000000000
Glyco_hydro_56	30	1776	1.000000000
Lig_chan-Glu_bd	30	522	0.452381900
Linker_histone	30	594	0.572311300
LMBR1	30	2072	1.000000000
PALP	30	1717	1.000000000
Peptidase_M16_C	30	1870	1.000000000
Pkinase_C	30	500	0.408189900
REJ	30	2589	1.000000000
TLE_N	30	707	0.697166300
5_nucleotid	29	2113	1.000000000
Acyl-CoA_dh_1	29	1448	1.000000000
Aminotran_5	29	2172	1.000000000
Asp-B-Hydro_N	29	726	0.732366200
CABIT	29	1183	1.000000000
Cu-oxidase_3	29	1088	1.000000000
Disintegrin	29	767	0.762085800
DUF1053	29	695	0.707448900
DUF2476	29	784	0.773313900
DUF3498	29	1612	1.000000000
FAD_binding_1	29	1121	1.000000000
GBP	29	2392	1.000000000
His_Phos_1	29	1848	1.000000000
LAG1-DNAbind	29	194	0.000014567
LRR_9	29	1105	1.000000000
LRRNT	29	402	0.214053100
MAP2_projctn	29	1129	1.000000000
NDK	29	1290	1.000000000
Nol1_Nop2_Fmu	29	1420	1.000000000
PAS	29	1016	1.000000000
Pyridoxal_deC	29	2677	1.000000000
Sad1_UNC	29	777	0.768735200
SOCS_box	29	547	0.529918500
Spc97_Spc98	29	2475	1.000000000
T4_deiodinase	29	696	0.708325900
TMC	29	577	0.576312800
zf-RING_2	29	665	0.680228100
4HBT	28	540	0.550188800
ADH_zinc_N	28	1232	1.000000000
Alk_phosphatase	28	1748	1.000000000
CBS	28	948	1.000000000
Dispanin	28	754	0.771312400
Drf_FH1	28	679	0.714627500
EphA2_TM	28	702	0.733176100
FF	28	408	0.265278100
Glyco_hydro_18	28	1607	1.000000000
HA2	28	1097	1.000000000
HSNSD	28	1466	1.000000000
IRS	28	1047	1.000000000
Nuc_sug_transp	28	1303	1.000000000
PKD_channel	28	2373	1.000000000
Shisa	28	921	1.000000000
SID-1_RNA_chan	28	1308	1.000000000
TIL	28	730	0.754441200
TNF	28	1309	1.000000000
tRNA-synt_1	28	3474	1.000000000
zf-C3HC4	28	638	0.676256400
AAA_33	27	1157	1.000000000
Activin_recp	27	695	0.747546400
ADH_N	27	1104	1.000000000
ADK	27	1616	1.000000000
APCDDC	27	849	1.000000000
BEN	27	709	0.758299200
Cyclin_C	27	1349	1.000000000
DUF4206	27	1019	1.000000000
DUF4455	27	474	0.461349800
eIF2A	27	734	0.776141500
FAM131	27	747	0.785020300
FG-GAP	27	302	0.053911940
Gly_acyl_tr_N	27	1060	1.000000000
Lactamase_B	27	1111	1.000000000
Laminin_I	27	1328	1.000000000
LON	27	1592	1.000000000
MFS_2	27	2602	1.000000000
Pellino	27	1342	1.000000000
Peptidase_C65	27	150	0.000000126
PTR2	27	2333	1.000000000
SBP_bac_3	27	3534	1.000000000
TFIIA	27	1278	1.000000000
Tyrosinase	27	701	0.752194200
V1R	27	791	0.847968700
zf-C2H2_6	27	342	0.133439300
zf-C2H2_7	27	54	0.000000000
4_1_CTD	26	331	0.137579200
Arrestin_C	26	1293	1.000000000
Beach	26	2213	1.000000000
BicD	26	1445	1.000000000
CCDC14	26	1790	1.000000000
Dysbindin	26	458	0.464767300
EF-hand_6	26	457	0.462572300
Ephrin	26	853	1.000000000
FAM196	26	1014	1.000000000
Fe-ADH	26	745	0.802519400
GBP_C	26	2206	1.000000000
Glyco_hydro_38	26	1933	1.000000000
Glyco_transf_54	26	1107	1.000000000
Interferon	26	1619	1.000000000
KRTAP	26	568	0.647700400
NYAP_N	26	1146	1.000000000
PEPCK	26	1041	1.000000000
PHTB1_N	26	519	0.578989800
Stork_head	26	189	0.000092206
Trichoplein	26	1957	1.000000000
zf-RING_6	26	42	0.000000000
Aconitase	25	1496	1.000000000
B56	25	2592	1.000000000
Carboxyl_trans	25	2060	1.000000000
Choline_transpo	25	1371	1.000000000
DDE_Tnp_1_7	25	2058	1.000000000
DUF829	25	156	0.000002630
FERM_N	25	1370	1.000000000
Gal_Lectin	25	330	0.167801500
GAT	25	422	0.421508500
HAD_2	25	1190	1.000000000
Kazal_2	25	543	0.643591700
Lge1	25	229	0.005641171
NUT_N	25	1938	1.000000000
PA	25	1294	1.000000000
Peptidase_M8	25	576	0.683181500
PIP5K	25	1664	1.000000000
Piwi	25	2387	1.000000000
Pou	25	692	0.785262900
PPAK	25	221	0.003333097
Presenilin	25	769	0.955375800
PTEN_C2	25	561	0.666573400
RHD	25	1319	1.000000000
Scramblase	25	705	0.794588500
Tcp11	25	1598	1.000000000
ThiF	25	1300	1.000000000
Tropomodulin	25	709	0.797406200
Tubulin_C	25	1383	1.000000000
VWA_2	25	1843	1.000000000
2OG-FeII_Oxy_2	24	1245	1.000000000
AAA_4	24	533	0.659301000
AKAP2_C	24	736	0.948757500
AKNA	24	108	0.000000000
Ank_5	24	453	0.530547200
ANTH	24	1080	1.000000000
APC10	24	609	0.739764400
Atrophin-1	24	2088	1.000000000
Bestrophin	24	1425	1.000000000
Branch	24	1310	1.000000000
CDC27	24	559	0.689923300
DUF2371	24	472	0.566737000
DUF4471	24	294	0.107653100
DUF676	24	394	0.392234100
FAD_binding_3	24	567	0.698686500
FGGY_N	24	1368	1.000000000
GDPD	24	1479	1.000000000
Helicase_C_4	24	556	0.686588500
IDO	24	1029	1.000000000
LIM_bind	24	410	0.433748600
Mesothelin	24	1071	1.000000000
PBD	24	589	0.721387500
Peptidase_A22B	24	1211	1.000000000
PH_9	24	628	0.756402600
SAPS	24	963	1.000000000
Serum_albumin	24	1480	1.000000000
Sorb	24	50	0.000000000
tRNA-synt_2b	24	1313	1.000000000
AAA_17	23	711	0.966163500
Band_7	23	1828	1.000000000
Calcipressin	23	686	0.887757200
CATSPERD	23	1380	1.000000000
CATSPERG	23	941	1.000000000
CPSase_L_D2	23	1442	1.000000000
Cys_knot	23	592	0.747512500
DNA_pol_phi	23	909	1.000000000
DUF1899	23	195	0.001683173
DUF3595	23	763	1.000000000
Dynamin_N	23	1451	1.000000000
FAD-oxidase_C	23	1071	1.000000000
Fox-1_C	23	237	0.024635660
Glyco_transf_22	23	1219	1.000000000
Glyco_transf_8	23	1950	1.000000000
GPS	23	751	1.000000000
Homeobox_KN	23	401	0.454397600
HRM	23	490	0.629797000
Myosin_TH1	23	1316	1.000000000
MyTH4	23	1112	1.000000000
NKAIN	23	898	1.000000000
Patatin	23	1312	1.000000000
Peptidase_C54	23	1317	1.000000000
Peptidase_S10	23	1437	1.000000000
Perilipin	23	1751	1.000000000
PI3K_C2	23	989	1.000000000
PIP49_C	23	985	1.000000000
RNase_T	23	1144	1.000000000
SAM_PNT	23	586	0.741978500
Thioredoxin_6	23	1291	1.000000000
Tissue_fac	23	873	1.000000000
tRNA-synt_2	23	1780	1.000000000
UNC-79	23	1004	1.000000000
UPAR_LY6	23	573	0.729691100
6PF2K	22	1097	1.000000000
A2M_N_2	22	915	1.000000000
AMP-binding_C	22	703	1.000000000
Beta_helix	22	1308	1.000000000
Biotin_carb_C	22	433	0.567373200
CaKB	22	697	1.000000000
CDC45	22	549	0.730607500
CitMHS	22	417	0.534401200
Coatomer_WDAD	22	1316	1.000000000
DUF3452	22	380	0.444954600
DUF3657	22	179	0.000807187
DUF3694	22	866	1.000000000
Flavodoxin_1	22	846	1.000000000
IBR	22	529	0.709478900
Keratin_B2	22	812	1.000000000
MRVI1	22	1922	1.000000000
Ndr	22	1491	1.000000000
Nrap	22	497	0.670872100
OSR1_C	22	76	0.000000000
PAS_11	22	984	1.000000000
Peptidase_M2	22	1796	1.000000000
PK	22	1062	1.000000000
Pro_isomerase	22	1623	1.000000000
Sarcoglycan_2	22	1040	1.000000000
STAT_alpha	22	920	1.000000000
Urocanase	22	579	0.759501000
WAP	22	353	0.367857400
zf-UBP	22	542	0.723522700
ABC2_membrane	21	1037	1.000000000
Abhydro_lipase	21	214	0.021879580
Arm_2	21	1790	1.000000000
Endonuclease_NS	21	1116	1.000000000
FYRC	21	344	0.389924900
FYVE_2	21	962	1.000000000
G8	21	641	0.938568400
GCOM2	21	996	1.000000000
HNOBA	21	707	1.000000000
Integrin_b_cyt	21	188	0.003929912
K1377	21	977	1.000000000
NTR	21	940	1.000000000
Nucleoside_tran	21	1431	1.000000000
PAN_1	21	682	1.000000000
PCI	21	1127	1.000000000
Peptidase_M24	21	1884	1.000000000
PHTB1_C	21	381	0.493893000
PhyH	21	465	0.657224900
PI3K_p85B	21	156	0.000138937
PKD	21	590	0.792730600
PTRF_SDPR	21	974	1.000000000
Ran_BP1	21	851	1.000000000
Ribonuc_2-5A	21	386	0.506053200
Ric8	21	923	1.000000000
uDENN	21	640	0.935156100
